underlying_symbol,quote_datetime,iv30,iv60,iv90,iv120,iv180,iv360,number_of_expiry_ivs,{expiry_iv_date,expiry_iv_value}[number_of_expiry_ivs]
^SPX,2017-06-01 16:15:00,7.6230,8.6152,10.0839,11.0878,12.0056,14.3620,36,2017-06-02,6.0267,2017-06-05,5.0306,2017-06-07,5.8612,2017-06-09,6.7986,2017-06-12,6.3344,2017-06-14,7.5776,2017-06-16,8.0469,2017-06-19,7.4388,2017-06-21,7.4178,2017-06-23,7.4323,2017-06-26,7.2120,2017-06-28,7.3938,2017-06-30,7.6258,2017-07-03,7.5046,2017-07-05,7.5484,2017-07-07,7.7443,2017-07-12,7.8845,2017-07-14,8.0687,2017-07-21,8.3968,2017-07-28,8.6466,2017-07-31,8.6154,2017-08-04,8.8621,2017-08-18,9.4412,2017-08-31,10.1131,2017-09-15,10.2985,2017-09-29,11.0883,2017-10-31,11.6485,2017-11-30,12.0476,2017-12-15,12.3144,2017-12-29,12.4708,2018-01-19,12.6708,2018-03-16,13.4985,2018-03-29,13.5972,2018-06-15,14.6077,2018-12-21,15.8951,2019-12-20,17.1266
^VIX,2017-06-01 16:15:00,76.3459,72.0575,71.2736,66.3091,60.6314,169.1497,10,2017-06-07,84.9322,2017-06-14,79.7554,2017-06-21,79.5814,2017-06-28,77.3805,2017-07-05,75.1704,2017-07-19,72.0660,2017-08-16,72.9554,2017-09-20,67.1741,2017-10-18,65.5496,2017-11-15,62.5565
