underlying_symbol,quote_datetime,sequence_number,root,expiration,strike,option_type,exchange_id,trade_size,trade_price,trade_condition_id,canceled_trade_condition_id,best_bid,best_ask,underlying_bid,underlying_ask,number_of_exchanges,{exchange,bid_size,bid,ask_size,ask}[number_of_exchanges]
^VIX,2016-06-01 13:13:19.325,70250686,VIX,2016-06-15,14.500,P,5,100,0.4000,0,0,0.4000,0.4500,14.7000,14.7000,1,5,441,0.4000,17612,0.4500
^VIX,2016-06-01 13:15:06.800,204882615,VIX,2016-06-15,14.500,P,5,100,0.4000,0,0,0.3500,0.4500,14.7000,14.7000,1,5,20120,0.3500,11526,0.4500
^VIX,2016-06-01 14:20:39.975,84001867,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6500,14.6500,1,5,16021,0.4000,1811,0.4500
^VIX,2016-06-01 14:20:42.125,84008040,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6500,14.6500,1,5,15983,0.4000,1711,0.4500
^VIX,2016-06-01 14:20:50.325,84037060,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6500,14.6500,1,5,15983,0.4000,1142,0.4500
^VIX,2016-06-01 14:20:51.150,84038820,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6500,14.6500,1,5,15983,0.4000,1142,0.4500
^VIX,2016-06-01 14:20:51.925,84040065,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6500,14.6500,1,5,15983,0.4000,1142,0.4500
^VIX,2016-06-01 14:29:34.350,85471107,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.6750,14.6750,1,5,9905,0.4000,4890,0.4500
^VIX,2016-06-01 14:29:40.175,85501060,VIX,2016-06-15,14.500,P,5,20,0.4200,35,0,0.4000,0.4500,14.6750,14.6750,1,5,12369,0.4000,4498,0.4500
^VIX,2016-06-01 14:29:40.175,689481151,VIX,2016-06-15,14.500,P,5,5,0.4200,35,0,0.4000,0.4500,14.6750,14.6750,1,5,12369,0.4000,4498,0.4500
^VIX,2016-06-01 14:59:45.750,2104530811,VIX,2016-06-15,14.500,P,5,25,0.4200,35,0,0.4000,0.4500,14.7250,14.7250,1,5,14180,0.4000,362,0.4500
^VIX,2016-06-01 14:59:45.775,91265152,VIX,2016-06-15,14.500,P,5,9,0.4200,35,0,0.4000,0.4500,14.7250,14.7250,1,5,13340,0.4000,239,0.4500
^VIX,2016-06-01 14:59:45.775,91265571,VIX,2016-06-15,14.500,P,5,16,0.4200,35,0,0.4000,0.4500,14.7250,14.7250,1,5,14140,0.4000,281,0.4500
^VIX,2016-06-01 15:24:12.900,28442043,VIX,2016-06-15,14.500,P,5,115,0.4500,0,0,0.4000,0.4500,14.6750,14.6750,1,5,20776,0.4000,115,0.4500
^VIX,2016-06-01 15:26:17.375,96008785,VIX,2016-06-15,14.500,P,5,7,0.4500,0,0,0.4000,0.5000,14.6750,14.6750,1,5,19127,0.4000,12306,0.5000
^VIX,2016-06-01 15:53:34.025,436780262,VIX,2016-06-15,14.500,P,5,7,0.4000,0,0,0.4000,0.4500,14.6500,14.6500,1,5,493,0.4000,13033,0.4500
^VIX,2016-06-01 15:54:26.500,101454063,VIX,2016-06-15,14.500,P,5,7,0.4000,0,0,0.4000,0.4500,14.6500,14.6500,1,5,93,0.4000,17688,0.4500
^VIX,2016-06-01 15:56:55.450,102027214,VIX,2016-06-15,14.500,P,5,100,0.4000,0,0,0.3500,0.4500,14.6500,14.6500,1,5,19235,0.3500,10755,0.4500
^VIX,2016-06-01 16:14:23.525,103405695,VIX,2016-06-15,14.500,P,5,45,0.4000,0,0,0.3500,0.4500,14.6500,14.6500,1,5,15973,0.3500,3227,0.4500
^VIX,2016-06-01 16:14:41.025,103411964,VIX,2016-06-15,14.500,P,5,25,0.4000,0,0,0.3500,0.4500,14.6500,14.6500,1,5,15973,0.3500,3049,0.4500
^VIX,2016-06-01 09:30:04.050,1208255243,VIX,2016-06-15,15.000,C,5,2,1.2500,0,0,1.2500,1.4000,15.1000,15.1000,1,5,1732,1.2500,4184,1.4000
^VIX,2016-06-01 09:36:49.250,4031590,VIX,2016-06-15,15.000,C,5,1,1.3700,35,0,1.3500,1.4000,15.3000,15.3000,1,5,355,1.3500,530,1.4000
^VIX,2016-06-01 09:38:58.050,4679672,VIX,2016-06-15,15.000,C,5,2,1.3500,0,0,1.3000,1.4000,15.2500,15.2500,1,5,12364,1.3000,833,1.4000
^VIX,2016-06-01 09:41:23.125,5468556,VIX,2016-06-15,15.000,C,5,1,1.3300,35,0,1.3000,1.3500,15.2000,15.2000,1,5,37,1.3000,965,1.3500
^VIX,2016-06-01 09:48:57.650,8859516,VIX,2016-06-15,15.000,C,5,3,1.3000,0,0,1.3000,1.3500,15.2000,15.2000,1,5,3486,1.3000,2,1.3500
^VIX,2016-06-01 09:56:35.600,615335779,VIX,2016-06-15,15.000,C,5,6,1.4000,0,0,1.3500,1.4000,15.2000,15.2000,1,5,10315,1.3500,91,1.4000
^VIX,2016-06-01 09:56:35.600,279791589,VIX,2016-06-15,15.000,C,5,103,1.4000,0,0,1.3500,1.4500,15.2000,15.2000,1,5,10315,1.3500,873,1.4500
^VIX,2016-06-01 09:56:35.600,1621968947,VIX,2016-06-15,15.000,C,5,91,1.4000,0,0,1.4000,1.4500,15.2000,15.2000,1,5,15,1.4000,873,1.4500
^VIX,2016-06-01 10:06:41.450,16902745,VIX,2016-06-15,15.000,C,5,3,1.3000,0,0,1.2500,1.3000,15.1000,15.1000,1,5,3408,1.2500,5,1.3000
^VIX,2016-06-01 10:20:42.425,22141635,VIX,2016-06-15,15.000,C,5,1,1.3500,0,0,1.3500,1.4000,15.1250,15.1250,1,5,2369,1.3500,487,1.4000
^VIX,2016-06-01 10:28:18.300,25365322,VIX,2016-06-15,15.000,C,5,2,1.3500,0,0,1.3000,1.4000,15.1500,15.1500,1,5,8431,1.3000,3512,1.4000
^VIX,2016-06-01 10:34:24.325,161671190,VIX,2016-06-15,15.000,C,5,2,1.3000,35,0,1.2500,1.3500,15.1250,15.1250,1,5,8817,1.2500,13458,1.3500
^VIX,2016-06-01 10:34:24.350,161671761,VIX,2016-06-15,15.000,C,5,7,1.3000,35,0,1.2500,1.3000,15.1250,15.1250,1,5,7138,1.2500,7,1.3000
^VIX,2016-06-01 10:34:24.350,94563084,VIX,2016-06-15,15.000,C,5,1,1.3200,35,0,1.2500,1.3500,15.1250,15.1250,1,5,8437,1.2500,12550,1.3500
^VIX,2016-06-01 10:46:22.650,31918208,VIX,2016-06-15,15.000,C,5,4,1.3300,35,0,1.3000,1.3500,15.1250,15.1250,1,5,852,1.3000,3076,1.3500
^VIX,2016-06-01 11:01:05.975,37010244,VIX,2016-06-15,15.000,C,5,5,1.2100,35,0,1.1500,1.2500,14.9250,14.9250,1,5,12616,1.1500,8719,1.2500
^VIX,2016-06-01 11:01:14.900,37056940,VIX,2016-06-15,15.000,C,5,5,1.2100,35,0,1.1500,1.2500,14.9250,14.9250,1,5,11877,1.1500,9869,1.2500
^VIX,2016-06-01 11:01:32.775,104420442,VIX,2016-06-15,15.000,C,5,3,1.1500,35,0,1.1000,1.2000,14.9000,14.9000,1,5,10510,1.1000,10636,1.2000
^VIX,2016-06-01 11:01:32.800,37311930,VIX,2016-06-15,15.000,C,5,7,1.1500,35,0,1.1000,1.1500,14.9000,14.9000,1,5,10786,1.1000,10,1.1500
^VIX,2016-06-01 11:06:40.825,39188776,VIX,2016-06-15,15.000,C,5,29,1.1000,0,0,1.1000,1.1500,14.8750,14.8750,1,5,909,1.1000,3802,1.1500
^VIX,2016-06-01 11:21:39.325,44144110,VIX,2016-06-15,15.000,C,5,110,1.1000,0,0,1.1000,1.1500,14.8000,14.8000,1,5,193,1.1000,4759,1.1500
^VIX,2016-06-01 11:35:35.600,48283600,VIX,2016-06-15,15.000,C,5,10,1.2000,0,0,1.1000,1.2000,14.9500,14.9500,1,5,9951,1.1000,15066,1.2000
^VIX,2016-06-01 12:04:44.975,55659311,VIX,2016-06-15,15.000,C,5,2,1.1000,0,0,1.0500,1.1500,14.8250,14.8250,1,5,4978,1.0500,10205,1.1500
^VIX,2016-06-01 12:04:44.975,55659553,VIX,2016-06-15,15.000,C,5,98,1.1500,0,0,1.0500,1.1000,14.8250,14.8250,1,5,4979,1.0500,42,1.1000
^VIX,2016-06-01 12:05:12.025,55764065,VIX,2016-06-15,15.000,C,5,525,1.0800,35,0,1.0500,1.1000,14.8250,14.8250,1,5,1631,1.0500,1307,1.1000
^VIX,2016-06-01 12:06:20.975,56081991,VIX,2016-06-15,15.000,C,5,175,1.0300,35,0,1.0000,1.1000,14.8500,14.8500,1,5,13792,1.0000,12883,1.1000
^VIX,2016-06-01 12:10:33.400,57381367,VIX,2016-06-15,15.000,C,5,80,1.0300,35,0,1.0000,1.0500,14.7750,14.7750,1,5,5347,1.0000,3,1.0500
^VIX,2016-06-01 12:17:18.200,59128621,VIX,2016-06-15,15.000,C,5,33,1.0000,0,0,1.0000,1.0500,14.7500,14.7500,1,5,300,1.0000,12445,1.0500
^VIX,2016-06-01 12:30:22.600,61873549,VIX,2016-06-15,15.000,C,5,2,1.0000,0,0,0.9500,1.0500,14.7250,14.7250,1,5,12805,0.9500,10800,1.0500
^VIX,2016-06-01 12:30:22.600,61873553,VIX,2016-06-15,15.000,C,5,27,1.0000,0,0,0.9500,1.0000,14.7250,14.7250,1,5,12805,0.9500,27,1.0000
^VIX,2016-06-01 12:30:22.600,61873557,VIX,2016-06-15,15.000,C,5,137,1.0000,0,0,1.0000,1.0500,14.7250,14.7250,1,5,315,1.0000,11350,1.0500
^VIX,2016-06-01 12:30:22.600,61873560,VIX,2016-06-15,15.000,C,5,19,1.0000,0,0,1.0000,1.0500,14.7250,14.7250,1,5,315,1.0000,11514,1.0500
^VIX,2016-06-01 12:56:35.900,805543356,VIX,2016-06-15,15.000,C,5,6,1.0000,0,0,1.0000,1.0500,14.7000,14.7000,1,5,309,1.0000,18197,1.0500
^VIX,2016-06-01 12:57:01.275,67422817,VIX,2016-06-15,15.000,C,5,6,1.0000,0,0,1.0000,1.0500,14.7000,14.7000,1,5,75,1.0000,18216,1.0500
^VIX,2016-06-01 12:57:01.275,134531747,VIX,2016-06-15,15.000,C,5,228,1.0000,0,0,1.0000,1.0500,14.7000,14.7000,1,5,75,1.0000,18216,1.0500
^VIX,2016-06-01 12:57:02.000,67429992,VIX,2016-06-15,15.000,C,5,5,1.0000,0,0,1.0000,1.0500,14.7000,14.7000,1,5,70,1.0000,18216,1.0500
^VIX,2016-06-01 12:58:19.500,67649971,VIX,2016-06-15,15.000,C,5,70,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,4794,0.9500,18219,1.0500
^VIX,2016-06-01 13:03:14.800,68597992,VIX,2016-06-15,15.000,C,5,50,0.9500,35,0,0.9500,1.0000,14.6750,14.6750,1,5,343,0.9500,8387,1.0000
^VIX,2016-06-01 13:03:14.800,202815720,VIX,2016-06-15,15.000,C,5,100,0.9500,35,0,0.9500,1.0000,14.6750,14.6750,1,5,343,0.9500,8387,1.0000
^VIX,2016-06-01 13:03:14.800,337033448,VIX,2016-06-15,15.000,C,5,50,0.9500,35,0,0.9500,1.0000,14.6750,14.6750,1,5,343,0.9500,8387,1.0000
^VIX,2016-06-01 13:04:11.100,68681352,VIX,2016-06-15,15.000,C,5,1,0.9800,35,0,0.9500,1.0000,14.6750,14.6750,1,5,370,0.9500,8387,1.0000
^VIX,2016-06-01 13:10:17.675,69726001,VIX,2016-06-15,15.000,C,5,6,1.0000,0,0,0.9500,1.0000,14.7000,14.7000,1,5,16441,0.9500,24,1.0000
^VIX,2016-06-01 13:10:18.500,69738960,VIX,2016-06-15,15.000,C,5,8,1.0000,0,0,0.9500,1.0000,14.7000,14.7000,1,5,16471,0.9500,16,1.0000
^VIX,2016-06-01 13:10:54.500,2726727,VIX,2016-06-15,15.000,C,5,2,0.9800,35,0,0.9500,1.0000,14.7000,14.7000,1,5,16471,0.9500,16,1.0000
^VIX,2016-06-01 13:11:21.500,338328042,VIX,2016-06-15,15.000,C,5,1,1.0000,0,0,0.9500,1.0000,14.7000,14.7000,1,5,13651,0.9500,15,1.0000
^VIX,2016-06-01 13:11:21.500,539654690,VIX,2016-06-15,15.000,C,5,15,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,13651,0.9500,2922,1.0500
^VIX,2016-06-01 13:11:39.225,69984528,VIX,2016-06-15,15.000,C,5,1,1.0100,35,0,1.0000,1.0500,14.7000,14.7000,1,5,1172,1.0000,3105,1.0500
^VIX,2016-06-01 13:41:23.075,75590710,VIX,2016-06-15,15.000,C,5,7,1.1000,0,0,1.0500,1.1000,14.8000,14.8000,1,5,13121,1.0500,103,1.1000
^VIX,2016-06-01 13:41:23.100,142700128,VIX,2016-06-15,15.000,C,5,6,1.1000,0,0,1.0500,1.1000,14.8000,14.8000,1,5,13121,1.0500,97,1.1000
^VIX,2016-06-01 13:41:23.100,142700217,VIX,2016-06-15,15.000,C,5,97,1.1000,0,0,1.1000,1.1500,14.8000,14.8000,1,5,15,1.1000,939,1.1500
^VIX,2016-06-01 13:46:00.750,76560240,VIX,2016-06-15,15.000,C,5,250,1.1000,0,0,1.1000,1.1500,14.8500,14.8500,1,5,50,1.1000,12460,1.1500
^VIX,2016-06-01 13:49:36.125,77270951,VIX,2016-06-15,15.000,C,5,10,1.1400,106,0,1.1000,1.1500,14.8500,14.8500,1,5,600,1.1000,6523,1.1500
^VIX,2016-06-01 13:49:59.425,77351925,VIX,2016-06-15,15.000,C,5,250,1.1000,0,0,1.1000,1.1500,14.8500,14.8500,1,5,89,1.1000,8197,1.1500
^VIX,2016-06-01 13:52:42.975,77795993,VIX,2016-06-15,15.000,C,5,57,1.1000,0,0,1.1000,1.1500,14.8500,14.8500,1,5,252,1.1000,8913,1.1500
^VIX,2016-06-01 13:58:55.775,78896770,VIX,2016-06-15,15.000,C,5,4,1.1000,95,0,1.0500,1.1000,14.7500,14.7500,1,5,54,1.0500,1961,1.1000
^VIX,2016-06-01 14:13:15.300,82339437,VIX,2016-06-15,15.000,C,5,11,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,7738,0.9500,8566,1.0500
^VIX,2016-06-01 14:13:15.300,350774927,VIX,2016-06-15,15.000,C,5,32,1.0000,0,0,1.0000,1.0500,14.7000,14.7000,1,5,32,1.0000,8566,1.0500
^VIX,2016-06-01 14:13:15.325,82339521,VIX,2016-06-15,15.000,C,5,82,1.0000,0,0,0.9500,1.0000,14.7000,14.7000,1,5,13701,0.9500,82,1.0000
^VIX,2016-06-01 14:13:53.950,82452874,VIX,2016-06-15,15.000,C,5,110,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,17749,0.9500,6848,1.0500
^VIX,2016-06-01 14:13:53.950,82452875,VIX,2016-06-15,15.000,C,5,41,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,17749,0.9500,6848,1.0500
^VIX,2016-06-01 14:14:27.850,82545756,VIX,2016-06-15,15.000,C,5,2,1.0000,0,0,0.9500,1.0500,14.7000,14.7000,1,5,10502,0.9500,7519,1.0500
